name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Kashmira Shah,Kashmira Shah,2 December 1971 ,,170 cm,60 kg,Dark Brown,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Not Known,Hinduism,,Shopping_Partying_Travelling,Married,,,images/Kashmira_Shah.jpg
Karishma Tanna,Karishma Tanna,21 December 1983,,175 cm,60 kg,Dark Brown,Black,Sagittarius,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-vegetarian,Reading_Travelling_Gymming_Watching movies,Unmarried,Not Known,,images/Karishma_Tanna.jpg
Karthika Nair,Karthika Nair,27 June 1992,, 168 cm, 55 kg,Black,Black,Cancer,Thiruvananthapuram_Kerala_India,Indian,,Hindu,,Listening to music_watching films_dancing_traveling,Unmarried,,,images/Karthika_Nair.jpg
Kareena Kapoor,Kareena Kapoor Khan,21 September 1980,,163 cm,55 kg,Hazel Green,Dark Brown,Virgo,Mumbai_Maharashtra_India,Indian,College dropout,Hinduism,Non-Vegetarian ,Reading_Swimming and Yoga,Married,₹11 crore/film (As in 2018),$60 million (As in 2018),images/Kareena_Kapoor.jpg
Jeetendra (Actor),Jeetendra (Actor),7 April 1942,,175 cm,72 kg,Dark Brown,Black,Aries,Amritsar_Punjab,Indian,Graduation,Hinduism,,Dancing_Listening to Music,Married,,,images/Jeetendra_(Actor).jpg
Jayaram (Actor),Jayaram (Actor),10 December 1965,,175 cm,80 kg,Black,Black,Sagittarius,Perumbavoor_Kerala_India,Indian,B.A. in Economics,Hinduism,,Reading Newspaper,Married,,,images/Jayaram_(Actor).jpg
Jeet (Actor),Jeet (Actor),30 November 1978,,183 cm,75 kg,Dark Brown,Black,Sagittarius,Kolkata_India,Indian,Graduate,Hinduism,,Shopping_Gymming_Watching Dramas and Movies_Creating Art,Married,,,images/Jeet_(Actor).jpg
"Jayasurya Height,",Jayasurya Maradu,31 August 1978,,173 cm,-70 kg,Black,Black,Virgo,Thrippunithura_Kochi, Indian,Bachelor of Commerce,Hinduism,,Singing_Doing Mimicry & Reading,"Married,
", 45 lacs/film (INR),,"images/Jayasurya_Height,.jpg"
Jayant Sinha,Jayant Sinha,21 April 1963,,177 cm, 70 kg,Black,Salt & Pepper,Taurus,Jharkhand_India,Indian,"• Graduation (1985) ,
• Master of Science in Energy Management and Policy (1986) ,
• M.A (1992),
• Master of Business Administration (1992)",Hinduism,,Travelling_Playing Tennis_Walking_Collecting Artistic objects & Antique Furniture_Writing Romantic Poems,Married,Rs. 1 Lakh + Other Allowances,Rs. 77 Crore (as in 2019),images/Jayant_Sinha.jpg
Jayam Ravi,Jayam Ravi,10 September 1980,, 180 cm, 77 kg ,Brown,Black,Virgo,Tirumangalam_Madurai_Tamil Nadu,Indian,,Hinduism,,Dancing,Married,,,images/Jayam_Ravi.jpg
Kalpana Kartik,Kalpana Kartik,19 September 1931,,170 cm,60 kg,Black,White,Virgo,Shimla,Indian,graduate,Christian,,Reading,Married,,,images/Kalpana_Kartik.jpg
Kamini Kaushal,Kamini Kaushal,24 February 1927,,168 cm,60 kg,Brown,White,Pisces,Lahore_British India, Indian,B.A. (honours) in English Literature,Hinduism,,Writing stories,Married,,,images/Kamini_Kaushal.jpg
"Jagdeep Age,",Syed Ishtiaq Ahmed Jafri,29 March 1939,,174 cm,60 kg,Black,Salt & pepper,Aries ,Mumbai_India, Indian,Not known,Islam,,,Married,,,"images/Jagdeep_Age,.jpg"
Jai (Actor),Jai (Actor),"6 April 1985,
",, 173 cm, 63 kg ,Black,Black,Aries,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Watching films,Unmarried,,,images/Jai_(Actor).jpg
Jackky Bhagnani,Jackky Bhagnani,25 December 1984,,178 cm,80 kg,Black,Black,Capricorn,Mumbai_Maharashtra,Indian,Graduate in Commerce,Hinduism,,,Unmarried,,,images/Jackky_Bhagnani.jpg
Jagapati Babu,Veeramachaneni Jagapatirao Chowdary,12 February 1962,,175 cm,70 kg,Dark Brown,Black,Aquarius,Chennai_Tamil Nadu_India,Indian,Graduate,Hinduism,,Travelling_Reading,Married,,,images/Jagapati_Babu.jpg
Jackie Shroff,"Jai Kishan Kakubhai ""Jackie"" Shroff",1 February 1957 (Friday),63 Years,183 cm,,Dark Brown,Salt & Pepper,Aquarius,Mumbai_India,Indian,11th Standard ,,"Vegetarian,
,
, He became a vegetarian while shooting for Deepak Balraj Vij's Malik Ek (2010) ",Cooking_Listening to Music,Married,,Rs. 181 Crore (as in 2020) ,images/Jackie_Shroff.jpg
"Kajol Age,","Kajol Age,",5 August 1974,,161 cm,57 kg,Hazel ,Black,Leo,Mumbai_Maharashtra_India,Indian,School dropout ,Hinduism,,Reading_Knitting,Married,"9-12 crore/film (INR),
","$16 million,
","images/Kajol_Age,.jpg"
"Jyothika Height,","Jyothika Height,",18 October 1978,, 165 cm, 56 kg,Black,Black,Libra,Chennai_Tamil Nadu_India,Indian,,Hindu,,Listening to music_reading books,Married,,,"images/Jyothika_Height,.jpg"
Kajal Aggarwal,Kajal Aggarwal,19 June 1985,,165 cm,55 Kg,Black,Dark Brown,Gemini,Mumbai_Maharashtra_India,Indian,Degree in Mass Media specializing in Advertising and Marketing,Hinduism,,Dancing_Doing Yoga_Reading,Unmarried,₹1-2 Crore/film,₹ 66 crores,images/Kajal_Aggarwal.jpg
Irrfan Khan,Irrfan Khan,7 January 1967,,183 cm,75 kg,Dark Brown,Black,Capricorn,Khajuriya village_Tonk district_Rajasthan_India,Indian,Diploma in Dramatic Arts,Islam,Vegetarian,Reading_Playing Cricket,Married,₹12-14 crore/film,₹344 Crores ($50 million),images/Irrfan_Khan.jpg
Imran Khan,Imran Khan,13 January 1983,,178 cm,70 kg,Hazel Brown,Black,Capricorn,Mumbai_Maharashtra_India,American,"Degree in Filmmaking from New York Film Academy, Los Angeles",Islam,Non-Vegetarian,Travelling_Photgraphy_Cooking,Married,₹7-10 Crore,₹100 Crore ($15 Million),images/Imran_Khan.jpg
Imran Hasnee,Imran Hasnee,1 December 1972,,178 cm,70 kg,Grey,Brown,Sagittarius,Bhopal_Madhya Pradesh_India,Indian,Master of Computer Management,Islam,Non-Vegetarian,Travelling_Reading_Dancing_Cooking,Not Known,,,images/Imran_Hasnee.jpg
Jennifer Winget,Jennifer Winget,30 May 1985,,165 cm,55 kg,Brown,Black,Gemini,Yavatmal_Maharashtra,Indian,Graduate (B.Com.),Christianity,Non-Vegetarian,Playing with her pet dogs_Shopping,Divorced,Rs. 1 lakh/episode,,images/Jennifer_Winget.jpg
Juhi Chawla,Juhi Chawla,13 November 1967,,163 cm,56 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian ,"Graduation with specialization in HR,
",Hinduism,,Reading_yoga,Married ,"25 lakh /film (INR, in 1995)",,images/Juhi_Chawla.jpg
Juhi Babbar,Juhi Babbar,,,,,,,,,,,,,,,,,images/Juhi_Babbar.jpg
Jaya Prada,Jaya Prada,3 April 1962,,155 cm,65 kg,Dark Brown,Black,Aries,Rajahmundry_Andhra Pradesh_India, Indian,"12th Standard,
B.com (dropped out in first year) from Rajlakshmi Women College, Rajahmundry",Hinduism,Non-Vegetarian,Dancing_Listening to Music,Married,,Rs. 27.92 Crore (as in 2019),images/Jaya_Prada.jpg
Himesh Reshammiya,Himesh Reshammiya,23 July 1973,,170 cm,70 kg,Black,Black,Leo,Bhavnagar_Gujarat_India,Indian ,Not Known,Hindu,,Theatre plays,Married,"10 Crore/film (INR),
2 Crore/album (INR)",$4 million,images/Himesh_Reshammiya.jpg
"Jayalalithaa Age,","Jayalalithaa Age,",24 February 1948,,155 cm,78 Kg,Black,Black,Pisces,Chennai_Tamil Nadu,Indian,Not Known,Hindu,,Reading,Unmarried,,117 Crore (INR),"images/Jayalalithaa_Age,.jpg"
Hiran Chatterjee,Hiran Chatterjee,19 December 1985,,178 cm,75 kg,Dark Brown,Black,Sagittarius,Kolkata_India,Indian,"B.A in English (Hons.), Management in Logistics & Supply Chain and Law in Customs",Hinduism,,Travelling_Spending Time with Family,Married,,,images/Hiran_Chatterjee.jpg
Jaya Bachchan,Jaya Bhaduri Bachchan (After Marriage),9 April 1948 (Friday),,158 cm,,Black,Salt & Pepper,Aries,Kolkatta ,Indian,Diploma in Acting ,Hinduism,Non-Vegetarian ,Listening to Music_Reading_and Cooking,Married,Rs. 1 Lakh + other allowances ,,images/Jaya_Bachchan.jpg
Harman Baweja,Harman Baweja,13 November 1980,,-183 cm,-80 kg,Dark Brown,Black,Scorpio,Chandigarh_India,Indian,,Sikhism,,Listening to music,Unmarried,,,images/Harman_Baweja.jpg
Isha Talwar,Isha Talwar,22 December 1987,,165 cm,55 kg,Dark Brown,Black,Capricorn,Delhi_India,Indian,Degree in Economics ,Hinduism,,Travelling_dancing,Unmarried,,,images/Isha_Talwar.jpg
Izabelle Leite,Izabelle Leite,1 September 1990 ,,175 cm,55 kg,Black,Light Brown,Virgo,João Pessoa_Brazil,Brazilian,,Christanity,,Swimming_Partying_Dancing_Shopping,Unmarried,,,images/Izabelle_Leite.jpg
Isha Koppikar,Isha Koppikar Narang,19 September 1976 (Sunday),,170 cm,,Dark Brown,Dark Brown,Virgo,Mahim_Mumbai,Indian,Graduation in Life Sciences ,Hinduism,Non-Vegetarian ,Travelling and Dancing,Married,,,images/Isha_Koppikar.jpg
Ileana D’Cruz,Ileana D’Cruz,1 November 1987,,165 cm,55 Kg,Dark Brown,Black,Scorpio,Parra_Goa_India,Indian,Graduation,Roman Catholicism,Non-Vegetarian,Swimming_Photography_Reading,Unmarried,₹2-3 Crore/Film,,images/Ileana_D’Cruz.jpg
Harshvardhan Rane,Harshvardhan Rane,16 December 1983,,175 cm,74 kg,Dark Brown,Black,Sagittarius,Gwalior_Madhya Pradesh_India,Indian ,Not Known,Hindu,,Workout_driving_photography_playing badminton and listening music,Unmarried,Not Known,Not Known,images/Harshvardhan_Rane.jpg
Harish Kumar,Harish Kumar,1 August 1975 ,,163 cm,70 kg,Black,Black,Leo,Hyderabad, Indian,Not Known,Hinduism,,,Married,,,images/Harish_Kumar.jpg
Isha Sharvani,Isha Sharvani,29 September 1984 (Saturday),,,,,,Libra,Trivandrum_Kerala,Indian,,Hinduism,,Reading Books_Watching Movies_and Travelling,Unmarried,,,images/Isha_Sharvani.jpg
Hrishitaa Bhatt,Hrishitaa Bhatt,10 May 1981,,165 cm,55 kg,Brown,Black,Taurus,Mumbai_India,Indian,B.A.,Hinduism,,Travelling_Listening to Music,Married,,,images/Hrishitaa_Bhatt.jpg
Harbhajan Mann,Harbhajan Mann,30 December 1965 ,,185 cm,80 kg,Dark Brown,Black,Capricorn,Village Khemuana_Bathinda_Punjab_India,Indian,Not Known,Sikhism,,Reading Punjabi Literature & Newspapers_Spending Time With Family_Travelling_Watching the Ice Hockey Game.,Married,,,images/Harbhajan_Mann.jpg
Huma Qureshi,Huma Saleem Qureshi,28 July 1986 (Monday) ,,165 cm,,Black,Black,Leo,New Delhi,Indian,Graduation in History Honours ,Islam ,Non-Vegetarian ,Playing Basketball_Reading Autobiographies_and Travelling,Unmarried,,,images/Huma_Qureshi.jpg
Hema Malini,Hema Malini Chakravarty,16 October 1948 (Saturday),,168 cm,,Dark Brown,Black,Libra,Tiruchirappalli district_Tamil Nadu,Indian,12th Drop-out,Hinduism,,Dancing_Driving_Doing Yoga,Married,,Rs. 101 Crore (as in 2019),images/Hema_Malini.jpg
Helen (Actress),Helen (Actress),21 November 1938,,163 cm,78 kg,Black,Brown,Scorpio,Mumbai _Maharashtra_India,Indian,Not Known,Christian,,Dancing,Married,,,images/Helen_(Actress).jpg
Guru Dutt,Guru Dutt,"9 July 1925,
",,173 cm,75 kg,,,Cancer,Bhowanipore_West Bengal_India, Indian,Not Known,Hinduism,,Playing Badminton_Writing_Reading_Dancing_Taking Care of Animals & Listening Music ,Married,"INR 60-70 thousand/film (as a film Director),
INR 80-90 thousand/Film (as an actor)",Not Known,images/Guru_Dutt.jpg
Hazel Keech,Hazel Keech,28 February 1987 ,,168 cm,55 Kg,Dark Brown,Light Brown,Pisces,Essex_United Kingdom,British,Not Known,Christian ,,Yoga_swimming_singing_surfing and travelling,Engaged,,,images/Hazel_Keech.jpg
Hansika Motwani,Hansika Motwani,9 August 1991,,165 cm,57 Kg,Light Brown,Black,Leo,Mumbai_Maharashtra_India,Indian,Not Known,Buddhism ,,Reading_photography_meditation_yoga and cardio exercises ,Unmarried ,80 Lakh/film (INR),15 Crore (INR),images/Hansika_Motwani.jpg
Gul Panag,Gul Panag,3 January 1979 ,,168 cm,60 Kg,Dark Brown,Black,Capricorn,Chandigarh_India,Indian,"Bachelors in Mathematics,
Masters in Political Science,
Mangement in Radio & Television",Sikhism,,Travelling_Horse Riding_Biking_Trekking_Jeep Safari,Married,,,images/Gul_Panag.jpg
Gulshan Grover,Gulshan Grover,21 September 1955,,175 cm,70 kg,Black,Black,Virgo,New Delhi_India,Indian ,Post Graduate in Commerce,Hinduism,,Workout and Swimming,Divorced,Not Known,,images/Gulshan_Grover.jpg
Gurdas Maan,Gurdas Maan,4 January 1957,,175 cm,70 kg,Dark Brown,Black,Capricorn,Giddarbaha_District Muktsar_Punjab_India,Indian ,"Diploma Course in Sports Coaching from National Institute of Sports, Patiala, India",Sikhism,Vegetarian/Non-Vegetarian,Gymming_Yoga_Poetry,Married,,,images/Gurdas_Maan.jpg
Gulshan Devaiah,Gulshan Devaiah,28 May 1978,,178 cm,68 kg,Black,Black,Gemini,Jalahalli_Bengaluru_Karnataka_India,Indian,Degree in Fashion Designing ,Hindu,,Theatre plays and reading,Married,Not Known,Not Known,images/Gulshan_Devaiah.jpg
Gurmeet Choudhary,Gurmeet Sitaram Choudhary,22 February 1984,,180 cm,75 kg,Brown,Black,Pisces,Bhagalpur District_Bihar_India,Indian,,Hinduism,Non-Vegetarian,Reading_Collecting Goggles & Sunglasses,Married,"₹ 80,000/day",,images/Gurmeet_Choudhary.jpg
"Govinda Height,","Govinda Height,",21 December 1963,,171 cm,85 kg,Brown,Black,Sagittarius,Virar_Maharashtra_India,Indian,Bachelor of Commerce,Hinduism,,Dancing_Acting,Married,₹2-3 Crores/film,₹170 Crore ($25 Million),"images/Govinda_Height,.jpg"
Gireesh Sahedev,Gireesh Sahedev,Not Known,,170 cm,70 kg,Dark Brown,Black,Not Known,Mumbai_Maharashtra,Indian,Graduate,Hinduism,,Travelling_Watching TV_Reading ,Married,,,
Girish Karnad,Girish Raghunath Karnad,19 May 1938,,175 cm,80 kg,Dark Brown,Black & White,Taurus,Bengaluru_India,Indian,"• Bachelor of Science in Mathematics and Statistics,
• Master of Arts in Philosophy, Political Science, and Economics,
• Ph.D. (Doctor of Philosophy)",Hinduism,,Reading_Writing_Listening to soft music_Yoga,Married,,,images/Girish_Karnad.jpg
Gavie Chahal,Gavie Chahal,11 November 1978,, 188 cm, 83 kg,Black,Black,Scorpio,Mansa_Punjab_India,Indian,,Sikhism,,Playing Kabaddi_Basketball & Cricket,Married,,,images/Gavie_Chahal.jpg
Gopikabai (Balaji,Gopikabai (Balaji,20 December 1724,,,,,,,Supa_Maharashtra,Indian,,Hinduism,,Reading religious texts,Widow,,,images/Gopikabai_(Balaji.jpg
Ganesh (Actor),Ganesh (Actor),2 July 1980,, 170 cm, 59 kg ,Dark Brown,Black,Cancer,Bangalore_Karnataka_India,Indian,,Hinduism,,Watching films,Married,,,images/Ganesh_(Actor).jpg
Geeta Basra,Geeta Basra,"13 March 1984 ,
",,160 cm,,Brown,Black,Pisces,Portsmouth_England,Indian,,Hinduism,,Dancing and Singing,Married ,,,images/Geeta_Basra.jpg
Fawad Khan,Fawad Khan,29 November 1981,,178 cm,69 kg,Dark Brown,Black,Sagittarius,Lahore_Pakistan,Pakistani,Bachelor in Computers and Telecom Engineering,Islam,,Singing_playing guitar_watching cartoons,Married,2 crore/film (PKR),Not Known,images/Fawad_Khan.jpg
Geetha Johri,Geetha Johri,Year 1958,,163 cm,78 kg,Black,Black,Not Known,Gujarat_India,Indian ,Graduate,Hinduism,,Reading_Writing,Married,80000 INR/Month,Not Known,images/Geetha_Johri.jpg
Geeta Dutt,Geeta Dutt,,,,,,,,,,,,,,,,,images/Geeta_Dutt.jpg
Genelia D’Souza,Genelia D’Souza,5 August 1987,,168 cm,55 kg,Black,Black,Leo,Mumbai_India,Indian,Bachelors in Management Studies,Christianity,,Listening to Music_Tarvelling_Watching Films,Married,,,images/Genelia_D’Souza.jpg
Girija Devi,Girija Devi,8 May 1929,,,,,,Taurus,Varanasi_Uttar Pradesh_India,Indian,Not Known,Hinduism,,Watching Periodic Films_Listening to Music,Widowed,,,images/Girija_Devi.jpg
Faisal Khan,Faisal Khan,3 August 1966,,173 cm,75 kg,Brown,Black,Leo,Mumbai_Maharashtra_India,Indian,,Islam,,,Not Known,,,images/Faisal_Khan.jpg
Fardeen Khan,Fardeen Khan,8 March 1974,,173 cm,90 kg,Dark Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian,Bachelor of Business Management,Islam,,Travelling_Horse riding,Married,,,images/Fardeen_Khan.jpg
Feroz Khan,Feroz Khan,24 October 1989,,173 cm,76 kg,Dark Brown,Black,Scorpio,Dehradun_Uttarakhand_India,Indian ,Not Known,Islam,,Singing_Bike Riding_Adventure Sports- Rafting_Bungee Jumping,Unmarried,,,images/Feroz_Khan.jpg
Farhan Akhtar,Farhan Akhtar,9 January 1974,,175 cm,70 kg,Dark Brown,Black,Capricorn,Lucknow_Uttar Pradesh (Settled in Mumbai),Indian,High School,Atheist,Non-Vegetarian,Collecting Gadgets_Singing,Divorced,₹10 crore/film,₹140 Crores ($22 Million),images/Farhan_Akhtar.jpg
Gayatri Asokan,Gayatri Asokan,2 March 1979 ,,163 cm,55 kg,Dark Brown,Black,Pisces,Thrissur_Kerala_India,Indian,M. A in Literature ,Hinduism,,,Married,,,images/Gayatri_Asokan.jpg
Fahadh Faasil,Fahadh Faasil,8 August 1982,, 170 cm, 62 kg ,Brown,Black,Leo,Alappuzha_Kerala_India,Indian,,Islam,,,Married,,,images/Fahadh_Faasil.jpg
Emraan Hashmi,Emraan Anwar Hashmi,24 March 1979,,173 cm,75 kg,Dark Brown,Black,Aries,Mumbai_Maharashtra_India,Indian,B.Com,Islam,,Playing Video Games_Collecting Watches_Doing Photography ,Married,₹10-12 crore/film,₹89 Crore ($13 million),images/Emraan_Hashmi.jpg
Dino Morea,Dino Morea,9 December 1975,,180 cm,84 kg,Light Brown,Black,Sagittarius,Bangalore_Karnataka,Indian,Graduate,Christianity,,Watching Movies_Swimming,Unmarried,,,images/Dino_Morea.jpg
Dilip Kumar,Dilip Kumar,11 December 1922 ,,175 cm,66 kg,Black,Salt & Pepper ,Sagittarius,Bombay (now Mumbai)_India,Indian ,Not Known,Islam,,Cooking_Playing Cricket,Married,,$65 million ,images/Dilip_Kumar.jpg
Gayatri Jayaraman,Gayatri Jayaraman,27 September 1974 ,,165 cm,60 kg,Dark Brown,Black,Libra,Mumbai_India,Indian,"B.Sc in Life Science, Bachelor of Physiotherapy",Hinduism,,Swimming,Married,,,images/Gayatri_Jayaraman.jpg
Gayatri Joshi,Gayatri Joshi,20 March 1974,,170 cm,55 kg,Brown ,Black ,Pisces,Mumbai_India,Indian ,Bachelor of Commerce Degree,Hinduism,,Watching Sports_Travelling,Married,,"₹9,000 Crores ($1.81 Billion)",images/Gayatri_Joshi.jpg
Dileep (Actor),Dileep (Actor),27 October 1968,, 170 cm, 80 kg,Brown,Black,Scorpio,Aluva_Kerala_India,Indian,"Bachelor of Arts (B.A.) in Economics, Master of Arts (M.A.) in History",Hinduism,,Watching films,Married,,,images/Dileep_(Actor).jpg
Dulquer Salmaan,Dulquer Salmaan,28 July 1986 (Monday),,175 cm,,Black,Black,Leo,Kochi_Kerala_India,Indian,"•Bachelor of Business Management (BBM),
•3 Months acting course",Islam,,Singing_Watching Films_Travelling,Married,,,images/Dulquer_Salmaan.jpg
Duniya Vijay,Duniya Vijay,20 January 1974 (Sunday),,165 cm,,Black,Black,Capricorn,Anekal_Karnataka,Indian,,Hinduism,,Travelling and Gymming,Married,,Rs. 151 Crores (as of 2018) ,images/Duniya_Vijay.jpg
Diganth Manchale,Diganth Manchale,28 December 1983,, 175 cm, 75 kg,Brown,Black,Capricorn,Bengaluru_Karnataka_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,,,Unmarried,,,images/Diganth_Manchale.jpg
Gauhar Khan,Gauhar Khan,23 August 1984,,170 cm,55 Kg,Brown,Brown,Virgo,Pune_Maharashtra_India,Indian,Graduate (B.Com.),Islam,,Watching theatre plays,Unmarried,Not Known,Not Known,images/Gauhar_Khan.jpg
Gautami Kapoor,Gautami Gadgil,21 June 1974,,-163 cm,-55 kg,Dark Brown,Black,Gemini,Maharashtra_India,Indian,,Hinduism,,Watching TV,Married,,,images/Gautami_Kapoor.jpg
Dinesh Chandimal,Lokuge Dinesh Chandimal,18 November 1989,,175 cm,70 kg,Black,Black,Scorpio,Balapitiya_Sri Lanka,Sri Lankan,,Buddhist,Non-Vegetarian,Listening to Music_Watching Movies_Traveling,Married,"$125,000 a year (as in 2016)",,images/Dinesh_Chandimal.jpg
"Dharmendra Age,","Dharmendra Age,",8 December 1935,,173 cm,75 kg,Brown,Black (Dyed),Sagittarius,Sahnewal_Ludhiana_Punjab_India,Indian,12th standard,Sikhism,Non-Vegetarian,Cycling_Travelling_Watching Films,Married,,₹23 Crore (As in 2014),"images/Dharmendra_Age,.jpg"
Fatima Sana,Fatima Sana,11 January 1992,,168 cm,51 Kg,Dark Brown,Black,Capricorn,Mumbai_Maharashtra_India,Indian,Not Known,Islam,,Dancing_reading_sketching and photography,Unmarried,,,images/Fatima_Sana.jpg
Freida Pinto,Freida Selena Pinto,18 October 1984 (Thursday),,165 cm,,Hazel Brown,Black,Libra,Mumbai_Maharashtra_India,Indian,"She has pursued a degree in Arts with a major in English literature, and minor in Psychology. ",Christianity (Mangalorean Catholic) ,Non-Vegetarian ,Watching Movies_Listening to Music_Playing Tennis_Reading Books,Engaged,2 million pounds (Rs. 18.5 crores approx.)/Year,,images/Freida_Pinto.jpg
Erica Fernandes,Erica Jennifer Fernandes,7 May 1993,,165 cm,50 kg,Black,Black,Taurus,Mangalore_Karnataka_India,Indian,B. A.,Konkani Mangalorean Catholic (Christianity),Non-Vegetarian,Cooking_Doing Adventures_Painting_Playing Keyboard_Designing Clothes,Unmarried,"₹10,000/episode",Not Known,images/Erica_Fernandes.jpg
Farida Jalal,Farida Jalal,14 March 1949,,152 cm,68 kg,Dark Brown,Salt & Pepper,Pisces,New Delhi_India,Indian,Not Known,Islam,,Watching Movies_Dancing,Married,,,images/Farida_Jalal.jpg
Dev Gill,Devinder Singh Gill,12 October 1977,,180 cm,75 kg,Brown,Black,Libra,Pune_Maharashtra_India, Indian,Not Known,Hinduism,Non-Vegetarian,,Married,,Not Known,images/Dev_Gill.jpg
Devangana Kumar,Devangana Kumar,Not Known,,163 cm,63 kg,Black,Black,Not Known,New Delhi_India (Ancestral roots are from Patna_Bihar),Indian ,Graduate,Hinduism,,Painting_Collecting postcards,Married,,,images/Devangana_Kumar.jpg
Eesha Rebba,Eesha Rebba,19 April 1988 (Thursday),,160 cm,,Black,Black,Aries,Hyderabad_Telangana_India,Indian,MBA,,,Travelling_Dancing,Unmarried,,,images/Eesha_Rebba.jpg
Evelyn Sharma,Evelyn Lakshmi Sharma,12 July 1986 (Saturday),,170 cm,,Dark Brown,Brown,Cancer,Frankfurt_Germany,German,Graduation in Business Management,Not Known,Vegan,Singing_Writing_Travelling_Doing Yoga_Horse Riding,Unmarried,,,images/Evelyn_Sharma.jpg
Dev Anand,Dev Anand,26 September 1923,,170 cm,55 kg,Brown,Black,Libra,Gharota_Gurdaspur_Punjab,Indian,B.A. in Literature,Hinduism,,Reading_writing_collecting pens_jackets and pair of shoes_yoga,Married,,,images/Dev_Anand.jpg
Esha Deol,Esha Deol,2 November 1981 (Monday),,158 cm,,Brown,Black,Scorpio,Sahnewal_Ludhiana_Punjab,Indian,Masters in Media Arts and Computer Technology ,,Vegetarian ,,Married,,,images/Esha_Deol.jpg
Ramya (aka,Ramya (aka,29 November 1982,,161 cm,58 Kg,Black,Black,Sagittarius,Bangalore_Karnataka_India,Indian,Not Known,Hinduism,,Cooking_Dancing_Listening to music,Not Known,,Not Known,images/Ramya_(aka.jpg
Divyanka Tripathi,Divyanka T Dahiya,14 December 1984,,165 cm,65 Kg,Dark Brown,Black,Sagittarius,Bhopal_Madhya Pradesh_India,Indian,Graduate,Hinduism,,Shopping_reading,Married,₹1 lakh/episode ,,images/Divyanka_Tripathi.jpg
